name,title,star,contents,date
메이슨의 Travel English 1,쉽고 간단한 표현들로 영어에 자신감을 갖게 되었어요~,5점,"항상 해외여행을 갈 때마다 영어로 말하는 것에 자신감이 없어서 매번 공부해야지, 공부해야지 마음속으로만 결심하곤 했었습니다. 이번 여름방학을 맞아 (어디 돌아다니기 힘든 상황이니) 여행 영어 연수를 들으며 간단한 표현부터 제대로 입에서 튀어나올 수 있도록 공부해보자 마음 먹었고, 여유로운 시간을 이용해서 연수에 열심히 참여했습니다.
강사분께서 차분한 어조로 각각의 상황에서 사용할 수 있는 표현들을 친절하게 잘 알려주십니다. 문장을 보고 읽었을 때는 굉장히 짧고 간결하면서 단순한 문장인데 그게 머릿속에서만 대충 맴돌고 말로 튀어나오지 않아서 항상 고민이잖아요.. 그런데 따라 말하기 연습도 함께 진행해주셔서 굉장히 도움이 많이 되더라구요. 그리고 separate, receipt 처럼 철자 그대로 발음했을 때 잘못된 발음일 수 있는 부분도 하나 하나 짚어주셔서 좋았습니다. 강의 듣는 내내 경청하고 열심히 따라 말하는 연습을 했네요.
강의를 진행하는 속도도 빠르지 않아서 소개해주신 표현들을 손으로 정리해가며 공부할 수 있어서 저만의 여행 영어 노트가 만들어졌네요. 이것만 열심히 연습하면 여행 상황에서 영어로 이야기하는 것은 자신 있다는 생각입니다~^^
지금 이 코로나 상황이 끝나고, 해외에 나가서 제가 배운 영어 표현들을 활용할 수 있는 날이 빨리 오기를 바랍니다.~^^!!",2021.07.25
그림을 통해 만나는 우리 아이,연수후기,5점,"어렵지 않고, 유익한 연수였습니다.",2021.07.24
교육과정을 뒤집다! 백워드 통합단원 설계,연수후기,5점,교육과정에 대해 새로이 접근할 수 있는 계기가 되었습니다.,2021.07.24
교사를 위한 교실 밖 여행인문학,연수후기,5점,좋고 유익한 연수 잘 들었습니다.,2021.07.24
당장 따라 할 수 있는 사계절 학급운영+이벤트,연수후기,5점,정말로 학급운영에 바로 써 먹을 수 있는 내용이었습니다.,2021.07.24
활동하고 토론하는 통합사회 수업방법,연수후기,5점,사회교과 수업을 좀 더 활력있게 지도할 수 있는 방법들을 잘 배웠습니다.,2021.07.24
신병주 교수의 왕으로 산다는 것,연수후기,5점,조선시대 역대 왕들과 관련된 역사를 자세히 알게 되어 좋았습니다.,2021.07.24
수업을 살리는 꿀팁 레시피,연수후기,5점,나름 중견교사라고 생각했는데 수업과 관련된 꿀팁들을 새롭게 배워갑니다.,2021.07.24
재테크보다 중요한 나만의 재무설계,노후를 위한 준비 많은 참고가 되었습니다.,5점,재테크나 투자는 투기와는 다르므로 공부가 필요하다는 생각이 들었습니다. 경제에 관해서는 잘 몰랐는데 이번 강의를 듣고 나만의 재무설계 밑그림을 그려보았습니다.,2021.07.24
디바 제시카의 왕초보 영어 따라잡기,영어회화에 진심^^,5점,새로운 다짐으로 다시 시작하는 영어회화. 한문장 한문장 정확하게 쏙쏙 들어오는 발음과 설명. 기초를 다진다는 마음으로 연수를 끝까지 듣게 하는 연수였다.,2021.07.22
독립운동 현장읽기 - 의병전쟁,독립운동가에 감사드리며!,5점,우리가 알던 유명한 독립운동가 뿐만 아니라 우리나라 방방곡곡에서 나라의 독립을 위해 애쓴 독립지사에 대해 알게 해준 연수입니다. 무료이지만 알차고 감동있게 들은 연수에 감사드립니다.,2021.07.22
손그림과 파워포인트로 교실 속 콘텐츠 만들기,추천해요~손그림 연수,5점,"연수 서두에도 나온 것처럼 내 그림이 다른 사람들에게 보이기가 창피하고
부끄러워서 막상 그림을 학생들 앞에서 그려본 적도 없고
그림 그리기가 제 삶과는 영 멀어보였습니다.
하지만 연수를 들으면서 그림 그리는 게 이렇게 재미있었나?
꼭 사실적인 표현이 아니라, 도형을 활용하여 인물, 사물, 자연을 그려도
이렇게 예쁘고 아름다운 것이었구나!를 알게 되면서 기뻤습니다.
용기를 내어 가족들의 얼굴도 그려보고 선물인것처럼 너의 캐릭터야!라고 하며 그림을 주기도 했습니다! 생각보다 마음에 들어하더라구요~!
아, 그림 선물을 준다는 게 이런 느낌인거구나! 마음 들어하는 상대방을 보면서 저도 행복해지더라구요^^
좋은 연수, 듣는 동안 행복했습니다! 용기와 자신감을 얻었습니다^^
연습은 무진장 해야겠지만~ 그래도 포기하지 않고 열심히 선긋기 할게요~~",2021.07.22
수업을 살리는 체육 레시피,재미있는 체육수업,5점,실내에서 할 수 있는 재미있는 수업이 많아졌다.,2021.07.20
'척' 하면 '딱' 붙는 대입 진학지도,척하면 딱^^,4점,초등학교 교사라 너무 모르는 게 많은 우리나라 입시 대입에 대해 아우트라인을 잡을 수 있는 알찬 시간이 되었습니다^^ 이 연수를 통해 자녀에게 제자들에게 조금이나마 도움이 되는 조언을 할 수 있을 거 같아요~~,2021.07.20
온작품 읽기와 그림을 활용한 깊이 있는 수업,꼭 필요한 연수였어요.,5점,해마다 온작품 읽기 작품을 고를 때마다 검색도 많이 해보고 고민이 많았습니다. 진작 이 연수를 들을 걸 그랬네요. 온작품 읽기 지도에 필요한 지도 방법과 수업 활용법을 정말 자세하게 알려주셔서 많은 도움이 되었습니다. 평소에 그림책을 활용하여 국어뿐 아니라 다른 과목의 수업에도 많이 적용하는 편인데 더욱 다양한 수업 시도를 해볼 수 있을 것 같습니다. 좋은 연수 감사합니다.,2021.07.19
기초영어 회화 핵심표현 Real Speaking,좋은 연수였습니다.,5점,"실제 원어민들이 사용하는 영어를 접할 기회를 갖게 되었고 특히 단어의 실제 사용정의를 알 수 있어서 너무 좋았습니다.
감사합니다.",2021.07.17
7대 표준안으로 실천하는 학교안전교육,연수 후기,5점,학교안전교육과 관련된 체계적인 내용의 연수였습니다.,2021.07.16
온작품 읽기와 그림을 활용한 깊이 있는 수업,연수 후기,5점,본 연수를 통해 온작품 읽기에 대해 어느 정도 잘 알게되었습니다.,2021.07.16
교사 자존감 수업,자존감 뚝뚝 떨어지는 요즘. 멘탈관리에 도움됩니다.,5점,"학생과의 관계, 동료교사와의 관계, 상사와의 관계 등 에서 멘탈이 쉬이 나가고 있는 요즘, 제 멘탈관리에 도움이 되었어요. 감사합니다.",2021.07.15
옆반 쌤이 알려주는 꿀팁(온라인 수업편),코로나19시대에 꼭 필요한 온라인스킬,4점,"작년부터 온라인수업을 하게 되면서, 좀 더 수업을 여러방면에서 다양화할수 있는 방법이 없을까 찾아보다 수강하게 됐어요. 흥미롭게 잘 봤습니다.",2021.07.15
재테크보다 중요한 나만의 재무설계,흥미로웠어요.,4점,"투자에 한창 관심이 높아지고 있는 요즘.
스스로 재무상태를 점검할수 있는 흥미로운 주제의 연수, 잘 봤습니다.",2021.07.15
수업을 살리는 체육 레시피,빨리 아이들과 수업 시간에 활용하고 싶습니다.,5점,아이들과 만나서 체육 수업에 얼른 활용해보고 싶네요.^^,2021.07.14
수업을 살리는 미술 레시피,실제로 도움이 되는 연수,4점,"실제로 바로 적용해 볼 수 있도록 잘 안내되어 있어요. 다양하고 색다른 미술 활동이 소개되어 좋았어요.
다만, 아쉬운 점은 선생님들이 수업 시 사용했던 그림 자료나 관련 PPT도 다운 받을 수 있으면 좋겠어요.",2021.07.13
초등 선생님을 위한 토닥토닥 공감교실 만들기 노하우,동료선생님의 이야기를 들으니 재밌네요..^^,5점,"코로나 시대의 교실만들기 약간 고민됐었는데.... 원격수업부터 아이들 학습지도까지 자세히 알려주셔서 큰 도움이 됐어요...

실제 제가 고민하던 이야기를 공감되게 잘 풀어주셔서 도움이 많이 되었습니다...

감사합니다..",2021.07.13
메이슨의 Travel English,해외여행 필수템 Travel English,5점,"해외여행 필수템 Travel English
해외여행에서 아주 유용하게 사용할 수 있는 내용으로 구성되어 있어요. 중학교 때부너 영어 회화는 입 안에서만 뱅글뱅글, 입 밖으로 나오기까지 한참이나 생각하고 또 머뭇거리다가 의사 표현을 잘하지 못해 속상하기만 하고 바디랭귀지로 ..... 겨우 의사 소통
이제 해외여행 자신 있어요. Travel English에서 배운 필수 회화를 꾸준히 반복 연습하고 수시로 익혀서 자연스럽게 영어로 의사 표현을 할 수 있을 것 같아요.",2021.07.13
기초영어 회화 핵심표현 Real Speaking,좋은 강의였어요~,5점,"학교 일과 중에 강의를 듣기란 쉽지 않았지만!
재미있고, 유익한 내용이 많아서 좋았어요.
꼭 복습하며 내 것으로 만드는 연수이고 싶습니다 ^^",2021.07.12
수업을 살리는 미술 레시피,재밌었어요..^^,5점,"미술 수업에 늘 자신이 없었는데...

연수에서 수업하시는 장면까지 나와서 유익했어요...

재밌는 연수 감사드리구요...

수업에 활용할 거리가 많은 것 같아요..^^",2021.07.12
독립운동 현장읽기 - 의병전쟁,연수 좋았어요...,5점,"사실 제가 아이들을 가르치는 교사지만 우리나라를 위해 애쓰신 의병들의 존함, 업적 등은 잘 몰랐습니다.. 이번 연수를 통해 그 분들의 발자취를 조금이나마 알게 되서 기쁘네요...^^

우리나라 국민으로서 의병들의 활약, 활동을 알게 되서 좋습니다. 감사합니다. 앞으로 사회 가르칠 때 뒷이야기도 살자쿵 말할 수 있을 것 같아요..^^",2021.07.12
교사 자존감 수업,교사 자존감의 중요성을 다시끔 느꼈습니다.,5점,"교직 경력이 쌓여갈수록 아이들 앞에 서는 것이 익숙해지기 보단 점점 제 자신이 부족하고 해 줄 수 있는 것이 많이 없다는 사실에 작아집니다.

이런 시점에 접한 연수라 교사 자존감의 중요성 및 제 스스로에게도 힘을 될 수 있는 연수라 도움이 많이 되었습니다.

제 자신부터 바로 서고 자존감을 회복해야 저를 만나는 아이들에게도 긍정의 힘을 줄 수 있다고 생각합니다.

다른 선생님들께서도 모두 힘내시길 바라봅니다.",2021.07.12
같이 읽고 함께 나누는 독서수업방법,교과 수업에 적극 활용해보고 싶어요,5점,"국어과는 아니지만 각종 수행평가나 혹은 교과와 관련 도서를 수업에 연계하는 경우가 종종 있습니다.

또한 학교 특색 프로그램으로 독서 수업이 진행되고 있기도 하여 참 고민이 많았었는데 연수를 통해 함께 읽고 아이들의 생각을 나누는 수업 설계에 많은 도움을 받았습니다.

특정 교과만의 연수가 아닌 모든 교과에 공통되게 적용하여 도움이 될 수 있다는 점에서 유익한 연수였습니다.",2021.07.12
메디컬 콘서트 2탄 - 여성 건강 프로젝트,여성 건강에 무지했던 저를 반성합니다.,5점,"여성으로서 제 건강에 너무 무지했다는 생각이 듭니다.

특별히 아픈 곳이 없고 아직은 건강에 자신할 수 있는 나이라고 착각했던 것 같아서 연수를 통해 제 몸에 대해 잘 이해하며 여성 건강에 관심을 기울이게 되었습니다.

아이들에게는 이론을 알아야 한다면서 수업을 하지만 막상 저는 제 몸에 대해 잘 모르고 있었다는 점에서 참 유익하면서 느낀바가 많은 연수였습니다.",2021.07.12
메디컬 콘서트 1탄 - 현대인의 만성 질병,보다 건강을 챙기게 되었습니다.,5점,"평소 건강에 자신이 있었으나 어느 덧 교직 경력이 늘어가며 체력이 딸리는 것을 느낍니다.

특히 계절이 바뀔 때나 스트레스가 심한 경우 심적인 부분이 몸으로 나타나는 걸을 보고 더 이상 건강을 자신할 수 없다는 것을 깨닫고 연수를 신청하였습니다.

목이나 허리, 전체적으로 체력이 저하되며 각종 몸의 이상 증상 등에 보다 관심을 기울이며 제 몸이 보내는 신호를 감지하고 제 몸을 챙겨야 한다는 점을 연수를 듣는 과정에 또 한번 느끼게 됩니다.

연수를 통해 만성질병을 다스리며 이를 예방하는 법을 알게되어 보다 건강을 위해 노력해야겠음을 깨닫고 이를 실천하고자 합니다!

모든 선생님들도 건강 관리 잘하시기 바랍니다",2021.07.12
"행복한 학급 만들기, 학생과 교사 자존감 수업",학생과 교사가 행복한 학급을 만들 수 있을 것 같아요^^,5점,"현장사례와 액션 플랜을 통하여 자존감을 회복할 수 있는 솔루션과 학생 긍정 마인드 셋 형성을 위한 구체적인 활동과 방법을 알 수 있어서 너무 좋았고 '행복한 학급만들기, 학생과 교사 자존감 수업' 연수를 통해 앞으로 학생과 교사가 행복한 학급을 만들 수 있을 것 같습니다^^",2021.07.12
